,target
1334,neutral or dissatisfied
1335,neutral or dissatisfied
1336,satisfied
1337,satisfied
1338,satisfied
1339,satisfied
1340,neutral or dissatisfied
1341,neutral or dissatisfied
1342,satisfied
1343,satisfied
1344,satisfied
1345,satisfied
1346,neutral or dissatisfied
1347,neutral or dissatisfied
1348,neutral or dissatisfied
1349,satisfied
1350,satisfied
1351,satisfied
1352,satisfied
1353,satisfied
1354,satisfied
1355,neutral or dissatisfied
1356,neutral or dissatisfied
1357,neutral or dissatisfied
1358,neutral or dissatisfied
1359,neutral or dissatisfied
1360,neutral or dissatisfied
1361,neutral or dissatisfied
1362,neutral or dissatisfied
1363,neutral or dissatisfied
1364,satisfied
1365,satisfied
1366,neutral or dissatisfied
1367,satisfied
1368,satisfied
1369,neutral or dissatisfied
1370,neutral or dissatisfied
1371,neutral or dissatisfied
1372,satisfied
1373,neutral or dissatisfied
1374,satisfied
1375,neutral or dissatisfied
1376,satisfied
1377,satisfied
1378,neutral or dissatisfied
1379,neutral or dissatisfied
1380,neutral or dissatisfied
1381,neutral or dissatisfied
1382,neutral or dissatisfied
1383,neutral or dissatisfied
1384,satisfied
1385,neutral or dissatisfied
1386,neutral or dissatisfied
1387,satisfied
1388,neutral or dissatisfied
1389,satisfied
1390,satisfied
1391,neutral or dissatisfied
1392,neutral or dissatisfied
1393,neutral or dissatisfied
1394,satisfied
1395,neutral or dissatisfied
1396,neutral or dissatisfied
1397,satisfied
1398,satisfied
1399,neutral or dissatisfied
1400,satisfied
1401,neutral or dissatisfied
1402,neutral or dissatisfied
1403,neutral or dissatisfied
1404,neutral or dissatisfied
1405,satisfied
1406,satisfied
1407,neutral or dissatisfied
1408,neutral or dissatisfied
1409,neutral or dissatisfied
1410,neutral or dissatisfied
1411,satisfied
1412,satisfied
1413,neutral or dissatisfied
1414,neutral or dissatisfied
1415,neutral or dissatisfied
1416,satisfied
1417,neutral or dissatisfied
1418,neutral or dissatisfied
1419,neutral or dissatisfied
1420,neutral or dissatisfied
1421,neutral or dissatisfied
1422,satisfied
1423,satisfied
1424,neutral or dissatisfied
1425,satisfied
1426,neutral or dissatisfied
1427,neutral or dissatisfied
1428,satisfied
1429,satisfied
1430,satisfied
1431,neutral or dissatisfied
1432,neutral or dissatisfied
1433,satisfied
1434,neutral or dissatisfied
1435,satisfied
1436,satisfied
1437,neutral or dissatisfied
1438,neutral or dissatisfied
1439,satisfied
1440,neutral or dissatisfied
1441,satisfied
1442,neutral or dissatisfied
1443,satisfied
1444,neutral or dissatisfied
1445,neutral or dissatisfied
1446,neutral or dissatisfied
1447,satisfied
1448,neutral or dissatisfied
1449,satisfied
1450,satisfied
1451,satisfied
1452,satisfied
1453,neutral or dissatisfied
1454,neutral or dissatisfied
1455,neutral or dissatisfied
1456,neutral or dissatisfied
1457,neutral or dissatisfied
1458,satisfied
1459,neutral or dissatisfied
1460,neutral or dissatisfied
1461,neutral or dissatisfied
1462,neutral or dissatisfied
1463,satisfied
1464,satisfied
1465,satisfied
1466,satisfied
1467,satisfied
1468,satisfied
1469,neutral or dissatisfied
1470,satisfied
1471,neutral or dissatisfied
1472,neutral or dissatisfied
1473,satisfied
1474,neutral or dissatisfied
1475,satisfied
1476,neutral or dissatisfied
1477,neutral or dissatisfied
1478,satisfied
1479,satisfied
1480,neutral or dissatisfied
1481,neutral or dissatisfied
1482,neutral or dissatisfied
1483,neutral or dissatisfied
1484,satisfied
1485,satisfied
1486,neutral or dissatisfied
1487,satisfied
1488,satisfied
1489,neutral or dissatisfied
1490,satisfied
1491,satisfied
1492,neutral or dissatisfied
1493,neutral or dissatisfied
1494,satisfied
1495,satisfied
1496,satisfied
1497,neutral or dissatisfied
1498,neutral or dissatisfied
1499,neutral or dissatisfied
1500,neutral or dissatisfied
1501,satisfied
1502,satisfied
1503,neutral or dissatisfied
1504,satisfied
1505,neutral or dissatisfied
1506,satisfied
1507,satisfied
1508,satisfied
1509,neutral or dissatisfied
1510,satisfied
1511,neutral or dissatisfied
1512,neutral or dissatisfied
1513,neutral or dissatisfied
1514,satisfied
1515,neutral or dissatisfied
1516,neutral or dissatisfied
1517,satisfied
1518,neutral or dissatisfied
1519,satisfied
1520,satisfied
1521,satisfied
1522,satisfied
1523,neutral or dissatisfied
1524,satisfied
1525,neutral or dissatisfied
1526,satisfied
1527,satisfied
1528,neutral or dissatisfied
1529,satisfied
1530,satisfied
1531,neutral or dissatisfied
1532,neutral or dissatisfied
1533,satisfied
1534,satisfied
1535,satisfied
1536,neutral or dissatisfied
1537,satisfied
1538,satisfied
1539,neutral or dissatisfied
1540,neutral or dissatisfied
1541,satisfied
1542,neutral or dissatisfied
1543,satisfied
1544,neutral or dissatisfied
1545,satisfied
1546,neutral or dissatisfied
1547,neutral or dissatisfied
1548,neutral or dissatisfied
1549,satisfied
1550,neutral or dissatisfied
1551,neutral or dissatisfied
1552,neutral or dissatisfied
1553,neutral or dissatisfied
1554,neutral or dissatisfied
1555,neutral or dissatisfied
1556,neutral or dissatisfied
1557,satisfied
1558,neutral or dissatisfied
1559,neutral or dissatisfied
1560,satisfied
1561,satisfied
1562,neutral or dissatisfied
1563,neutral or dissatisfied
1564,satisfied
1565,satisfied
1566,neutral or dissatisfied
1567,satisfied
1568,neutral or dissatisfied
1569,satisfied
1570,neutral or dissatisfied
1571,neutral or dissatisfied
1572,neutral or dissatisfied
1573,neutral or dissatisfied
1574,neutral or dissatisfied
1575,neutral or dissatisfied
1576,neutral or dissatisfied
1577,neutral or dissatisfied
1578,neutral or dissatisfied
1579,satisfied
1580,satisfied
1581,neutral or dissatisfied
1582,neutral or dissatisfied
1583,satisfied
1584,neutral or dissatisfied
1585,satisfied
1586,neutral or dissatisfied
1587,satisfied
1588,satisfied
1589,satisfied
1590,satisfied
1591,neutral or dissatisfied
1592,neutral or dissatisfied
1593,neutral or dissatisfied
1594,satisfied
1595,neutral or dissatisfied
1596,neutral or dissatisfied
1597,neutral or dissatisfied
1598,satisfied
1599,satisfied
1600,neutral or dissatisfied
1601,neutral or dissatisfied
1602,neutral or dissatisfied
1603,neutral or dissatisfied
1604,neutral or dissatisfied
1605,satisfied
1606,neutral or dissatisfied
1607,satisfied
1608,neutral or dissatisfied
1609,neutral or dissatisfied
1610,satisfied
1611,neutral or dissatisfied
1612,neutral or dissatisfied
1613,neutral or dissatisfied
1614,neutral or dissatisfied
1615,neutral or dissatisfied
1616,satisfied
1617,satisfied
1618,neutral or dissatisfied
1619,neutral or dissatisfied
1620,neutral or dissatisfied
1621,neutral or dissatisfied
1622,neutral or dissatisfied
1623,neutral or dissatisfied
1624,satisfied
1625,neutral or dissatisfied
1626,neutral or dissatisfied
1627,neutral or dissatisfied
1628,satisfied
1629,neutral or dissatisfied
1630,neutral or dissatisfied
1631,neutral or dissatisfied
1632,neutral or dissatisfied
1633,neutral or dissatisfied
1634,neutral or dissatisfied
1635,satisfied
1636,satisfied
1637,satisfied
1638,neutral or dissatisfied
1639,neutral or dissatisfied
1640,satisfied
1641,neutral or dissatisfied
1642,satisfied
1643,neutral or dissatisfied
1644,satisfied
1645,satisfied
1646,neutral or dissatisfied
1647,neutral or dissatisfied
1648,satisfied
1649,satisfied
1650,neutral or dissatisfied
1651,neutral or dissatisfied
1652,neutral or dissatisfied
1653,satisfied
1654,satisfied
1655,neutral or dissatisfied
1656,neutral or dissatisfied
1657,neutral or dissatisfied
1658,neutral or dissatisfied
1659,neutral or dissatisfied
1660,satisfied
1661,neutral or dissatisfied
1662,neutral or dissatisfied
1663,neutral or dissatisfied
1664,neutral or dissatisfied
1665,neutral or dissatisfied
1666,neutral or dissatisfied
1667,neutral or dissatisfied
1668,neutral or dissatisfied
1669,neutral or dissatisfied
1670,satisfied
1671,satisfied
1672,neutral or dissatisfied
1673,neutral or dissatisfied
1674,neutral or dissatisfied
1675,satisfied
1676,satisfied
1677,neutral or dissatisfied
1678,satisfied
1679,neutral or dissatisfied
1680,neutral or dissatisfied
1681,neutral or dissatisfied
1682,neutral or dissatisfied
1683,neutral or dissatisfied
1684,satisfied
1685,satisfied
1686,neutral or dissatisfied
1687,neutral or dissatisfied
1688,neutral or dissatisfied
1689,satisfied
1690,neutral or dissatisfied
1691,satisfied
1692,neutral or dissatisfied
1693,neutral or dissatisfied
1694,neutral or dissatisfied
1695,satisfied
1696,satisfied
1697,neutral or dissatisfied
1698,satisfied
1699,neutral or dissatisfied
1700,neutral or dissatisfied
1701,neutral or dissatisfied
1702,neutral or dissatisfied
1703,neutral or dissatisfied
1704,neutral or dissatisfied
1705,satisfied
1706,neutral or dissatisfied
1707,satisfied
1708,satisfied
1709,satisfied
1710,satisfied
1711,neutral or dissatisfied
1712,satisfied
1713,neutral or dissatisfied
1714,neutral or dissatisfied
1715,satisfied
1716,neutral or dissatisfied
1717,neutral or dissatisfied
1718,neutral or dissatisfied
1719,neutral or dissatisfied
1720,neutral or dissatisfied
1721,satisfied
1722,neutral or dissatisfied
1723,neutral or dissatisfied
1724,neutral or dissatisfied
1725,neutral or dissatisfied
1726,neutral or dissatisfied
1727,satisfied
1728,satisfied
1729,neutral or dissatisfied
1730,neutral or dissatisfied
1731,neutral or dissatisfied
1732,satisfied
1733,neutral or dissatisfied
1734,neutral or dissatisfied
1735,neutral or dissatisfied
1736,satisfied
1737,satisfied
1738,neutral or dissatisfied
1739,neutral or dissatisfied
1740,neutral or dissatisfied
1741,satisfied
1742,satisfied
1743,neutral or dissatisfied
1744,satisfied
1745,satisfied
1746,neutral or dissatisfied
1747,satisfied
1748,satisfied
1749,neutral or dissatisfied
1750,neutral or dissatisfied
1751,satisfied
1752,neutral or dissatisfied
1753,satisfied
1754,neutral or dissatisfied
1755,satisfied
1756,neutral or dissatisfied
1757,neutral or dissatisfied
1758,neutral or dissatisfied
1759,neutral or dissatisfied
1760,neutral or dissatisfied
1761,neutral or dissatisfied
1762,neutral or dissatisfied
1763,neutral or dissatisfied
1764,satisfied
1765,neutral or dissatisfied
1766,satisfied
1767,satisfied
1768,satisfied
1769,satisfied
1770,satisfied
1771,neutral or dissatisfied
1772,neutral or dissatisfied
1773,satisfied
1774,satisfied
1775,satisfied
1776,neutral or dissatisfied
1777,neutral or dissatisfied
1778,neutral or dissatisfied
1779,neutral or dissatisfied
1780,neutral or dissatisfied
1781,neutral or dissatisfied
1782,neutral or dissatisfied
1783,satisfied
1784,neutral or dissatisfied
1785,satisfied
1786,satisfied
1787,satisfied
1788,satisfied
1789,satisfied
1790,satisfied
1791,satisfied
1792,neutral or dissatisfied
1793,satisfied
1794,neutral or dissatisfied
1795,satisfied
1796,neutral or dissatisfied
1797,satisfied
1798,neutral or dissatisfied
1799,neutral or dissatisfied
1800,satisfied
1801,satisfied
1802,neutral or dissatisfied
1803,neutral or dissatisfied
1804,neutral or dissatisfied
1805,satisfied
1806,neutral or dissatisfied
1807,satisfied
1808,satisfied
1809,neutral or dissatisfied
1810,neutral or dissatisfied
1811,neutral or dissatisfied
1812,satisfied
1813,neutral or dissatisfied
1814,satisfied
1815,neutral or dissatisfied
1816,neutral or dissatisfied
1817,neutral or dissatisfied
1818,neutral or dissatisfied
1819,neutral or dissatisfied
1820,satisfied
1821,neutral or dissatisfied
1822,neutral or dissatisfied
1823,neutral or dissatisfied
1824,satisfied
1825,satisfied
1826,satisfied
1827,neutral or dissatisfied
1828,neutral or dissatisfied
1829,satisfied
1830,neutral or dissatisfied
1831,neutral or dissatisfied
1832,neutral or dissatisfied
1833,neutral or dissatisfied
1834,satisfied
1835,satisfied
1836,neutral or dissatisfied
1837,neutral or dissatisfied
1838,satisfied
1839,neutral or dissatisfied
1840,neutral or dissatisfied
1841,neutral or dissatisfied
1842,neutral or dissatisfied
1843,satisfied
1844,satisfied
1845,neutral or dissatisfied
1846,neutral or dissatisfied
1847,satisfied
1848,neutral or dissatisfied
1849,neutral or dissatisfied
1850,satisfied
1851,neutral or dissatisfied
1852,neutral or dissatisfied
1853,neutral or dissatisfied
1854,satisfied
1855,neutral or dissatisfied
1856,satisfied
1857,neutral or dissatisfied
1858,satisfied
1859,satisfied
1860,neutral or dissatisfied
1861,satisfied
1862,neutral or dissatisfied
1863,neutral or dissatisfied
1864,satisfied
1865,neutral or dissatisfied
1866,neutral or dissatisfied
1867,satisfied
1868,satisfied
1869,neutral or dissatisfied
1870,satisfied
1871,satisfied
1872,neutral or dissatisfied
1873,neutral or dissatisfied
1874,neutral or dissatisfied
1875,satisfied
1876,neutral or dissatisfied
1877,satisfied
1878,neutral or dissatisfied
1879,satisfied
1880,satisfied
1881,neutral or dissatisfied
1882,neutral or dissatisfied
1883,neutral or dissatisfied
1884,satisfied
1885,neutral or dissatisfied
1886,satisfied
1887,neutral or dissatisfied
1888,neutral or dissatisfied
1889,neutral or dissatisfied
1890,neutral or dissatisfied
1891,neutral or dissatisfied
1892,satisfied
1893,neutral or dissatisfied
1894,satisfied
1895,neutral or dissatisfied
1896,satisfied
1897,satisfied
1898,satisfied
1899,satisfied
1900,neutral or dissatisfied
1901,satisfied
1902,neutral or dissatisfied
1903,neutral or dissatisfied
1904,satisfied
1905,neutral or dissatisfied
1906,neutral or dissatisfied
1907,satisfied
1908,neutral or dissatisfied
1909,satisfied
1910,satisfied
1911,neutral or dissatisfied
1912,neutral or dissatisfied
1913,neutral or dissatisfied
1914,neutral or dissatisfied
1915,neutral or dissatisfied
1916,neutral or dissatisfied
1917,satisfied
1918,neutral or dissatisfied
1919,satisfied
1920,satisfied
1921,neutral or dissatisfied
1922,neutral or dissatisfied
1923,satisfied
1924,neutral or dissatisfied
1925,neutral or dissatisfied
1926,satisfied
1927,neutral or dissatisfied
1928,neutral or dissatisfied
1929,neutral or dissatisfied
1930,neutral or dissatisfied
1931,neutral or dissatisfied
1932,neutral or dissatisfied
1933,neutral or dissatisfied
1934,neutral or dissatisfied
1935,satisfied
1936,neutral or dissatisfied
1937,neutral or dissatisfied
1938,neutral or dissatisfied
1939,neutral or dissatisfied
1940,neutral or dissatisfied
1941,neutral or dissatisfied
1942,satisfied
1943,neutral or dissatisfied
1944,satisfied
1945,satisfied
1946,satisfied
1947,neutral or dissatisfied
1948,satisfied
1949,neutral or dissatisfied
1950,neutral or dissatisfied
1951,satisfied
1952,neutral or dissatisfied
1953,satisfied
1954,neutral or dissatisfied
1955,neutral or dissatisfied
1956,neutral or dissatisfied
1957,satisfied
1958,neutral or dissatisfied
1959,neutral or dissatisfied
1960,satisfied
1961,satisfied
1962,satisfied
1963,neutral or dissatisfied
1964,satisfied
1965,satisfied
1966,neutral or dissatisfied
1967,satisfied
1968,satisfied
1969,neutral or dissatisfied
1970,satisfied
1971,neutral or dissatisfied
1972,neutral or dissatisfied
1973,neutral or dissatisfied
1974,neutral or dissatisfied
1975,satisfied
1976,satisfied
1977,neutral or dissatisfied
1978,neutral or dissatisfied
1979,satisfied
1980,satisfied
1981,neutral or dissatisfied
1982,neutral or dissatisfied
1983,neutral or dissatisfied
1984,satisfied
1985,neutral or dissatisfied
1986,satisfied
1987,neutral or dissatisfied
1988,neutral or dissatisfied
1989,neutral or dissatisfied
1990,neutral or dissatisfied
1991,satisfied
1992,neutral or dissatisfied
1993,neutral or dissatisfied
1994,neutral or dissatisfied
1995,neutral or dissatisfied
1996,neutral or dissatisfied
1997,neutral or dissatisfied
1998,satisfied
1999,neutral or dissatisfied
2000,satisfied
2001,neutral or dissatisfied
2002,neutral or dissatisfied
2003,neutral or dissatisfied
2004,satisfied
2005,neutral or dissatisfied
2006,neutral or dissatisfied
2007,neutral or dissatisfied
2008,neutral or dissatisfied
2009,neutral or dissatisfied
2010,neutral or dissatisfied
2011,neutral or dissatisfied
2012,neutral or dissatisfied
2013,satisfied
2014,neutral or dissatisfied
2015,satisfied
2016,satisfied
2017,satisfied
2018,satisfied
